"Distrito","Satisfaccion","Calidad","Tamaño","Ubicacion","Sexo","Edad","Año"
8,"7","7","8","7",2,31,2021
8,"10","10","4","10",1,55,2021
8,"10","10","9","5",1,23,2021
8,"10","10","10","10",2,48,2021
8,"10","10","10","10",1,44,2021
8,"10","10","10","10",1,53,2021
8,"10","10","8","10",1,49,2021
8,"6","6","5","7",1,30,2021
8,"6","6","6","5",1,35,2021
8,"5","5","5","8",1,19,2021
8,"10","10","10","10",2,55,2021
8,"7","8","8","8",1,62,2021
8,"7","8","8","7",1,39,2021
8,"10","10","10","10",2,52,2021
8,"9","8","9","10",2,27,2021
5,"10","9","9","10",1,27,2021
5,"9","8","7","9",2,37,2021
5,"10","10","10","10",1,56,2021
5,"9","7","9","10",2,49,2021
5,"10","10","10","10",2,62,2021
5,"10","6","10","10",2,25,2021
5,"10","10","10","10",1,47,2021
5,"7","9","9","9",2,51,2021
5,"8","8","8","9",2,46,2021
5,"7","7","7","9",2,31,2021
5,"8","8","8","10",1,40,2021
5,"10","8","10","10",1,71,2021
5,"10","10","10","10",2,57,2021
5,"10","10","10","10",2,18,2021
5,"10","10","10","10",2,63,2021
5,"10",NA,"10","10",1,18,2021
5,"10","9","9","9",1,56,2021
5,"8","8","7","8",2,23,2021
5,"9","9","9","9",2,50,2021
5,"7","9","7","10",1,32,2021
5,"10","10","10","10",1,28,2021
5,"10","10","10","10",1,52,2021
5,"8","8","7","10",2,28,2021
5,"10","10","10","10",1,40,2021
5,"10","10","10","10",2,58,2021
5,"8","10","9","10",1,25,2021
5,"8","8","8","9",1,37,2021
5,"9","8","8","9",1,19,2021
5,"6","8","8","8",2,73,2021
5,"9","7","9","9",2,54,2021
5,"8","8","8","9",2,32,2021
5,"10","10","10","10",1,60,2021
5,"5","5","5","5",2,35,2021
5,"8","8","8","10",1,44,2021
5,"9","10","9","10",2,41,2021
5,"9","9","10","10",1,53,2021
5,"10","10","8","10",2,41,2021
5,"8","8","8","8",1,45,2021
5,"9","9","9","10",1,62,2021
5,"10","10","10","10",2,24,2021
5,"8","8","6","10",2,47,2021
5,"10","10","10","10",2,61,2021
5,"10","10","10","10",1,56,2021
5,"9","9","9","8",1,65,2021
5,"9","9","9","8",2,54,2021
5,"10","10","10","10",2,83,2021
5,"10","7","8","8",1,78,2021
5,"7","8","7","7",2,79,2021
10,"10","6","8","8",1,47,2021
10,"10","8","8","5",2,55,2021
10,"7","8","9","7",1,44,2021
10,"10","8","8","8",2,63,2021
10,"10","1","1","8",1,22,2021
10,"10","9","9","7",2,26,2021
10,"10","10","8","10",1,41,2021
10,"8","8","8","8",2,29,2021
10,"9","10","7","9",1,62,2021
10,"7","7","6","8",1,31,2021
10,"10","10","8","10",2,34,2021
10,"9","5","5","5",2,24,2021
10,"8","9","7","10",2,42,2021
10,"10","7","8","10",1,49,2021
10,"9","9","9","8",2,59,2021
10,"9","5","5","1",2,39,2021
10,"8","8","8","8",1,54,2021
10,"8","8","8","10",2,26,2021
10,"8","8","8","5",1,49,2021
10,"4","5","5","6",2,32,2021
10,"8","6","6","8",2,48,2021
10,"9","8","8","8",2,59,2021
10,"6","8","6","6",2,45,2021
10,"6","6","6","6",1,70,2021
10,"7","7","8","8",2,76,2021
10,"10","10","10","9",1,53,2021
10,"9","10","6","10",1,27,2021
10,"8","8","8","8",1,32,2021
10,"7","7","8","7",2,75,2021
10,"10","10","8","8",2,76,2021
10,"10","10","7","5",1,20,2021
10,"8","8","8","7",1,55,2021
10,"10","10","10","10",1,42,2021
10,"9","9","9","10",1,72,2021
10,"10","9","10","9",1,54,2021
10,"10","9","8","7",2,53,2021
10,"9","5","9","9",2,31,2021
10,"10","5","9","9",1,30,2021
10,"9","8","8","9",2,29,2021
10,"10","7","10","9",1,34,2021
10,"10","10","10","10",2,35,2021
10,"2","6","5","5",1,60,2021
10,"10","8","8","6",1,65,2021
10,"10","10","10","8",2,29,2021
10,"8","5","6","8",1,40,2021
10,"8","8","5","8",2,28,2021
10,"9","9","8","8",1,26,2021
10,"10","10","10","10",1,33,2021
10,"9","9","8","8",1,20,2021
10,"10","7","10","8",2,33,2021
10,"10","10","8","10",2,40,2021
10,"10","8","9","6",2,23,2021
10,"10","8","7","7",2,38,2021
10,"9","9","9","9",2,32,2021
10,"8","8","8","8",2,30,2021
10,"8","8","8","8",1,19,2021
10,"10","10","10","10",1,32,2021
10,"10","10","10","6",1,39,2021
10,"8","8","8","5",1,19,2021
10,"10","8","8","10",1,25,2021
10,"10","9","8","8",1,32,2021
10,"9","9","7","5",1,38,2021
10,"5","8","3","4",2,50,2021
10,"5","4","5","2",2,18,2021
10,"10","10","10","9",2,44,2021
10,"10","8","5","10",2,46,2021
10,"10","10","10","10",1,21,2021
10,"9","8","8","8",1,45,2021
10,"6","5","8","8",1,32,2021
10,"8","8","8","8",2,20,2021
10,"8","8","9","8",2,19,2021
10,"10","5","8","9",2,18,2021
10,"9","5","5","8",1,35,2021
10,"8","8","8","6",1,38,2021
10,"6","6","8","8",2,35,2021
10,"8","8","8","9",1,18,2021
10,"6","6","6","6",1,57,2021
10,"5","5","5","5",2,60,2021
10,"9","8","5","10",1,32,2021
10,"7","7","7","7",2,62,2021
10,"10","10","10","9",1,22,2021
10,"9","9","9","9",2,39,2021
10,"8","8","8","8",2,32,2021
10,"9","9","10","7",1,42,2021
10,"8","9","9","9",1,43,2021
10,"8","7","9","9",1,58,2021
10,"8","8","7","7",2,18,2021
10,"10","4","8","7",2,78,2021
10,"10","8","7","7",2,19,2021
10,"10","10","8","10",2,28,2021
10,"10","10","10","9",1,18,2021
10,"8","8","8","7",2,69,2021
10,"10","10","8","8",2,49,2021
10,"8","8","7","7",2,44,2021
10,"10","10","10","8",1,36,2021
10,"8","9","8","8",2,40,2021
10,"10","8","8","7",2,52,2021
10,"10","10","9","8",2,65,2021
10,"10","10","10","10",1,41,2021
10,"10","7","6","7",2,21,2021
10,"8","8","8","8",2,30,2021
10,"8","5","8","8",1,28,2021
10,"9","9","8","8",2,18,2021
10,"10","9","10","7",1,60,2021
10,"5","5","4","4",2,28,2021
10,"6","8","4","8",2,40,2021
10,"8","8","7","8",1,26,2021
10,"10","10","10","8",2,42,2021
10,"10","10","10","8",1,26,2021
10,"9","8","7","7",2,22,2021
10,"9","8","9","10",1,42,2021
10,"10","10","6","2",2,35,2021
10,"8","8","8","9",1,18,2021
10,"8","8","7","8",1,21,2021
10,"10","10","10","4",1,37,2021
10,"9","8","6","5",1,35,2021
10,"9","9","10","10",2,NA,2021
10,"10","10","9","9",1,37,2021
10,"7","5","8","5",1,40,2021
10,"8","7","6","6",1,40,2021
10,"10","10","8","6",1,49,2021
10,"10","10","10","10",1,54,2021
10,"10","10","10","10",2,44,2021
10,"10","8","8","8",2,28,2021
10,"7","7","5","6",2,22,2021
10,"10","10","10","10",2,53,2021
10,"10","10","10","10",1,58,2021
10,"10","10","10","8",2,51,2021
10,"8","8","9","9",2,63,2021
10,"8","7","8","7",2,63,2021
10,"10","9","9","8",2,39,2021
10,"10","10","10","8",2,42,2021
10,"10","10","8","9",1,68,2021
10,"10","10","10","7",1,47,2021
10,"10","10","10","9",2,21,2021
10,"10","10","10","7",2,35,2021
10,"10","10","8","8",2,22,2021
10,"10","10","10","10",1,27,2021
10,"9","9","8","9",2,38,2021
10,"8","8","6","8",1,20,2021
10,"9","7","9","9",1,28,2021
10,"9","7","9","9",1,28,2021
10,"10","8","8","8",2,27,2021
10,"10","10","8","8",2,48,2021
10,"7","8","7","8",2,64,2021
10,"9","10","10","8",2,34,2021
10,"4","4","5","1",1,NA,2021
10,"7","8","8","7",2,20,2021
10,"5","5","5","8",2,78,2021
10,"10","8","8","10",1,44,2021
10,"10","8","8","8",1,57,2021
10,"8","8","7","8",1,54,2021
10,"8","5","10","5",2,56,2021
10,"9","5","9","5",1,70,2021
10,"8","9","10","8",2,72,2021
10,"8","8","8","8",1,38,2021
10,"10","10","9","10",2,29,2021
10,"10","5","5","8",1,35,2021
10,"10","9","8","8",1,19,2021
10,"8","8","8","2",1,36,2021
10,"5","5","5","5",2,32,2021
10,"8","6","7","4",2,37,2021
10,"7","7","7","8",2,70,2021
10,"8","8","8","8",1,22,2021
10,"8","8","5","5",1,32,2021
10,"8","5","5","8",2,19,2021
10,"8","8","8","8",2,19,2021
10,"7","7","6","3",2,19,2021
10,"5","5","5","5",1,56,2021
10,"10","10","10","9",1,53,2021
10,"10","9","9","9",2,47,2021
10,"10","10","8","10",2,39,2021
10,"10","10","10","8",1,59,2021
10,"10","10","10","8",1,46,2021
10,"8","8","9","7",1,42,2021
10,"9","9","9","6",1,60,2021
10,"8","10","8","6",1,42,2021
10,"10","8","7","8",1,38,2021
10,"8","7","8","9",1,44,2021
10,"6","6","6","5",2,63,2021
10,"5","5","5","5",2,44,2021
10,"8","8","5","8",1,22,2021
10,"10","5","5","5",2,64,2021
10,"8","8","5","5",1,62,2021
10,"5","5","5","5",1,30,2021
10,"8","8","5","9",1,68,2021
10,"10","10","10","10",1,61,2021
10,"10","10","7","7",2,21,2021
10,"10","10","8","6",1,30,2021
10,"6","6","3","8",1,49,2021
10,"8","7","7","9",1,39,2021
10,"5","5","5","10",1,37,2021
10,"10","10","9","10",1,35,2021
10,"10","9","9","10",1,42,2021
10,"10","9","9","9",2,35,2021
10,"8","9","8","8",2,45,2021
10,"8","8","8","8",1,56,2021
10,NA,NA,NA,NA,NA,NA,2021
10,"10","10","10","8",2,65,2021
10,"10","10","8","10",1,18,2021
10,"8","8","5","6",1,43,2021
10,"10","8","8","10",1,44,2021
10,"8","8","7","10",1,52,2021
9,"10","10","5","10",1,47,2021
9,"10","10","7","10",1,28,2021
9,"10","10","10","10",2,46,2021
9,"10","10","5","10",1,62,2021
9,"10","10","10","10",1,21,2021
9,"10","10","10","10",1,22,2021
9,"5","2","2","4",1,18,2021
9,"10","10","10","10",2,63,2021
9,"10","8","8","9",2,29,2021
9,"10","10","8","10",1,52,2021
9,"8","9","9","8",2,43,2021
9,"10","10","10","9",1,35,2021
9,"10","9","8","10",1,NA,2021
9,"10","10","10","10",1,NA,2021
9,"9","9","9","9",2,45,2021
9,"10","9","9","10",2,40,2021
9,"10","10","10","10",2,18,2021
9,"10","9","9","10",2,33,2021
10,"10","6","8","8",1,NA,2021
10,"5","5","5","8",1,26,2021
9,"8","8","8","7",2,31,2021
9,"5","5","5","5",2,21,2021
9,"5","5","5","5",1,39,2021
9,"5","4","6","8",2,36,2021
9,"9","9","8","8",2,33,2021
9,"6","6","6","8",2,45,2021
9,"5","5","5","8",1,44,2021
9,"10","5","6","8",1,62,2021
9,"10","9","9","10",1,50,2021
9,"7","7","6","7",2,43,2021
9,"10","5","5","10",1,36,2021
9,"8","8","9","8",2,57,2021
9,"7","9","7","8",1,24,2021
9,"10","9","10","10",2,35,2021
9,"10","8","8","10",2,56,2021
9,"10","10","7","10",2,54,2021
9,"10","8","8","8",1,54,2021
9,"9","5","7","6",1,23,2021
9,"4","4","1","6",2,19,2021
9,"10","10","10","10",2,25,2021
9,"10","8","5","10",1,39,2021
9,"10","10","8","8",2,38,2021
9,"10","10","7","10",1,45,2021
9,"10","8","7","10",2,55,2021
9,"9","10","5","10",1,37,2021
9,"8","6","6","6",2,58,2021
9,"10","8","8","8",2,46,2021
9,"10","6","8","8",2,27,2021
9,"8","9","9","9",1,65,2021
9,"8","8","7","8",1,70,2021
9,"7","8","6","6",2,44,2021
9,"6","6","6","10",1,37,2021
9,"9","8","8","8",2,38,2021
9,"8","8","8","8",1,25,2021
9,"8","7","4","8",1,45,2021
9,"10","10","10","8",1,33,2021
9,NA,"1","8","10",1,36,2021
9,"7","8","8","9",2,43,2021
9,"7","6","9","10",2,18,2021
9,"10","8","5","10",2,33,2021
9,"10","6","7","8",2,47,2021
9,"8","7","9","8",1,62,2021
9,"9","7","5","9",2,47,2021
9,"6","9","4","9",1,23,2021
9,"9","9","8","10",1,38,2021
9,"9","5","5","9",1,29,2021
9,"5","5","3","10",1,34,2021
10,"6","5","5","5",2,NA,2021
10,"5","6","5","8",2,30,2021
10,"8","7","7","10",2,31,2021
10,"10","10","10","10",1,18,2021
10,"9","7","6","9",2,34,2021
10,"8","8","8","8",1,32,2021
10,"8","7","8","3",2,25,2021
10,"9","8","6","8",1,23,2021
10,"8","7","7","8",2,30,2021
10,"7","7","6","8",2,26,2021
10,"10","1","10","10",2,34,2021
10,"9","8","10","10",2,51,2021
10,"8","9","9","10",1,44,2021
10,"10","5","5","9",1,19,2021
10,"8","8","7","10",1,26,2021
10,"9","9","9","10",2,45,2021
10,"6","7","7","8",2,50,2021
10,"10","10","10","10",2,40,2021
10,"6","5","5","5",2,67,2021
10,"5","5","5","5",2,18,2021
10,"8","8","8","3",2,19,2021
10,"5","5","5","5",2,19,2021
10,"7","7","7","5",1,43,2021
10,"6","7","8","8",1,30,2021
10,"10","10","7","10",2,21,2021
10,"8","8","8","8",2,33,2021
10,"7","7","8","8",2,23,2021
10,"9","8","8","7",2,24,2021
10,"8","7","7","8",1,68,2021
10,"8","8","8","8",2,33,2021
10,"8","6","7","6",1,32,2021
10,"5","5","3","5",2,36,2021
10,"10","10","10","9",1,42,2021
10,"6","8","6","3",2,39,2021
10,"8","10","10","10",1,32,2021
10,"5","1","5","2",2,42,2021
10,"10","10","10","9",1,62,2021
10,"8","7","7","6",1,42,2021
10,"10","10","10","5",1,42,2021
10,"8","8","8","5",1,NA,2021
9,"10","10","10","10",1,69,2021
9,"10","10","10","10",1,66,2021
9,"10","10","10","10",1,63,2021
9,"10","10","10","10",1,22,2021
9,"10","9","9","10",2,44,2021
9,"10","10","10","10",2,23,2021
9,"10","8","8","8",2,53,2021
9,"5","3","5","5",2,52,2021
9,"8","5","8","5",2,57,2021
9,"10",NA,"10","10",1,53,2021
9,"10","10","10","10",2,21,2021
9,"8","7","7","5",2,49,2021
9,"10","10","10","10",2,47,2021
9,"8","8","8","8",2,44,2021
9,"8","8","9","9",1,32,2021
9,"8","8","8","8",2,27,2021
9,"9","9","9","6",2,22,2021
9,"10","10","10","10",1,58,2021
9,"10","10","10","10",1,64,2021
9,"9","9","9","10",1,49,2021
9,"10","10","10","10",1,52,2021
9,"10","10","6","10",1,66,2021
9,"10","10","10","10",2,36,2021
9,"10","10","10","10",2,55,2021
9,"5","10","1","10",1,50,2021
9,"9","9","6","10",1,40,2021
9,"8","6","6","10",1,23,2021
9,"7","8","8","8",1,23,2021
9,"10",NA,"10","9",2,50,2021
9,"7","9","5","9",2,59,2021
9,"9","7","8","9",2,68,2021
9,"7","8","7","10",2,34,2021
9,"10","10","10","10",2,26,2021
9,"8","8","8","9",2,39,2021
9,"10","9","8","10",2,54,2021
9,"10","8","9","10",2,74,2021
9,"7","4","8","9",2,57,2021
9,"9","9","8","7",1,45,2021
9,"10","10","10","10",2,32,2021
9,"9","9","9","8",2,44,2021
9,"8","8","8","8",1,46,2021
9,"8","8","8","10",1,33,2021
9,"8","8","8","8",2,29,2021
9,"8","8","8","8",2,48,2021
9,"8","8","8","8",2,55,2021
7,"10","10","10","10",1,53,2021
7,"10","10","10","8",2,67,2021
7,"3","8","8","2",1,47,2021
7,"8","8","8","8",2,NA,2021
7,"9","9","9","9",2,31,2021
7,"8","8","8","10",1,30,2021
7,"5","8","8","9",2,78,2021
7,"5","5","10","10",1,67,2021
7,"10","10","10","10",1,50,2021
7,"8","8","8","8",1,68,2021
7,"10","10","10","10",2,62,2021
7,"10","8","8","8",1,60,2021
7,"6","6","3","8",2,40,2021
7,"10","10","10","10",1,49,2021
7,"5","6","6","6",2,33,2021
7,"9","9","9","9",1,34,2021
7,"10","9","9","9",2,69,2021
7,"7","9","9","9",2,30,2021
7,"5","5","5","5",2,57,2021
7,"10","10","10","10",1,54,2021
9,"10","10","8","10",2,62,2021
7,"7","8","8","8",2,28,2021
7,"10","10","7","7",1,60,2021
7,"10","10","10","10",1,63,2021
7,"10","8","10","10",2,29,2021
7,"10","10","10","10",2,45,2021
7,"10","10","10","10",2,34,2021
7,"8","8","8","10",1,61,2021
7,"10","10","10","8",1,45,2021
7,"9","8","10","9",1,18,2021
7,"9","9","7","7",1,47,2021
7,"10","9","9","10",2,21,2021
7,"10","10","8","9",1,59,2021
7,"10","10","10","9",2,75,2021
7,"6","7","7","8",1,23,2021
7,"10","9","9","10",1,57,2021
7,"10","10","8","10",2,56,2021
7,"10","10","10","10",2,54,2021
7,"10","9","8","7",2,74,2021
7,"7","6","8","3",2,78,2021
7,"10","10","10","10",2,65,2021
7,"10","10","10","8",2,32,2021
7,"8","8","8","8",1,26,2021
7,"8","8","7","8",1,74,2021
7,"10","10","10","10",1,42,2021
7,"8","5","10","8",1,37,2021
7,"4","5","5","2",2,56,2021
7,"10","8","5","5",1,26,2021
7,"6","8","9","8",1,33,2021
7,"5","2","5","8",2,51,2021
7,"10","10","10","10",1,24,2021
7,"10","10","5","2",2,52,2021
7,"8","8","8","8",2,44,2021
7,"8","8","8","8",2,74,2021
7,"8",NA,"8","8",2,63,2021
7,"5","6","5","8",2,54,2021
7,"8","8","7","7",1,23,2021
7,"8","8","9","9",2,21,2021
7,"9","9","9","7",2,50,2021
7,"8","8","8","8",2,33,2021
7,"8","8","8","8",1,30,2021
7,"10","10","10","10",2,37,2021
7,"9","10","9","8",2,18,2021
7,"10","10","10","8",1,75,2021
7,"10","8","10","10",1,63,2021
7,"9","10","10","10",2,59,2021
7,"8","8","8","8",1,63,2021
7,"10","10","7","8",2,48,2021
7,"7","9","7","7",2,78,2021
7,"10","10","6","8",2,63,2021
7,"5","8","8","2",2,52,2021
7,"5","5","5","5",2,NA,2021
7,"10","10","10","10",2,64,2021
7,"7","4","5","7",2,60,2021
9,"9","10","10","8",2,32,2021
9,"8","8","7","7",2,54,2021
9,"7","7","8","4",2,19,2021
9,"10","10","10","10",2,46,2021
9,"5","5","5","8",1,44,2021
9,"5","8","8","5",2,21,2021
9,"5","8","5","2",1,59,2021
9,"8","8","5","8",2,62,2021
9,"10","10","8","10",1,49,2021
9,"10","5","2","9",1,28,2021
9,"10","10","10","9",2,50,2021
9,"8","5","7","8",1,37,2021
9,"9","9","7","10",1,26,2021
9,"8","8","5","5",2,44,2021
9,"9","7","7","8",2,28,2021
9,"10","10","10","9",1,24,2021
9,"7","9","10","9",1,36,2021
9,"7","7","3","8",1,54,2021
9,"8","8","10","10",2,37,2021
9,"10","10","10","10",2,49,2021
9,"10","10","10","10",1,28,2021
9,"9","9","9","10",2,31,2021
9,"10","10","10","10",2,69,2021
9,"9","9","9","2",2,25,2021
9,"8","8","8","9",2,26,2021
9,"8","8","8","8",1,32,2021
9,"8","8","8","8",2,42,2021
9,"8","8","8","8",2,19,2021
5,"8",NA,"5","5",2,33,2021
5,"2","5","8","8",1,41,2021
5,"5","5","2","5",2,60,2021
5,"10","10","10","8",1,60,2021
5,"5","5","5","8",2,23,2021
5,"10","10","10","10",2,44,2021
5,"10","10","10","10",1,66,2021
5,"10","10","10","10",2,52,2021
5,"10","10","10","10",2,64,2021
5,"10","10","10","10",2,42,2021
5,"10","10","10","10",2,42,2021
5,"8","10","8","10",1,30,2021
5,"8","8","8","9",1,64,2021
5,"10","10","10","10",2,68,2021
5,"8","8","9","9",2,73,2021
5,"9","9","10","10",2,61,2021
5,"8","9","9","9",1,52,2021
5,"10","10","10","10",1,65,2021
5,"8","8","9","10",1,32,2021
5,"10","10","10","4",1,64,2021
5,"8","8","8","9",1,40,2021
5,"9","8","8","8",2,65,2021
5,"8","8","8","8",2,32,2021
5,"8","6","9","10",2,51,2021
5,"8","10","9","10",2,40,2021
5,"6","9","10","10",1,45,2021
5,"10","5","9","10",2,63,2021
5,"10","10","10","10",1,30,2021
5,"7","7","7","7",1,59,2021
5,"10","10","10","10",2,29,2021
5,"10","8","10","10",1,62,2021
5,"9","9","9","10",1,66,2021
5,"10","10","10","10",2,57,2021
5,"8","8","8","8",2,58,2021
5,"8","8","8","8",2,54,2021
5,"8","8","8","8",2,63,2021
5,"8","8","8","8",2,36,2021
5,"10","9","6","9",2,60,2021
5,"9","9","9","10",1,29,2021
5,"7","5","7","8",2,32,2021
5,"8","8","7","8",2,33,2021
5,"9","9","8","7",2,18,2021
5,"5","4","2","8",2,60,2021
5,"9","8","9","9",1,39,2021
5,"10","10","7","8",2,24,2021
5,"5","8","8","5",2,52,2021
5,"5","5","5","5",2,52,2021
5,"7","8","6","8",1,48,2021
5,"8",NA,"8","8",2,60,2021
5,"5","9","6","8",1,34,2021
5,"8","8","9","9",1,70,2021
5,"8","8","8","7",2,62,2021
5,"10","10","8","9",2,43,2021
5,"6","6","2","4",1,45,2021
5,"9","9","7","8",2,65,2021
5,"7","9","8","9",2,60,2021
5,"9","9","8","8",1,40,2021
5,"10","10","10","10",1,78,2021
5,"8","8","8","8",2,27,2021
5,"10","10","10","10",2,62,2021
5,"9","9","5","9",2,55,2021
5,"8","10","8","10",1,65,2021
5,"10","10","10","10",1,55,2021
5,"10","10","10","10",1,60,2021
5,"9","8","9","8",2,63,2021
5,"8","7","8","9",2,28,2021
5,"8","8","5","2",2,74,2021
5,"8","8","8","8",1,57,2021
5,"3","3","3","8",2,28,2021
5,"5","6","5","5",2,56,2021
5,"9","9","9","9",2,21,2021
5,"8","8","8","8",1,65,2021
5,"9","9","9","10",2,20,2021
5,"10","9","9","9",1,58,2021
5,"10","10","9","9",1,30,2021
5,"8","9","9","8",2,45,2021
5,"10","10","10","8",2,49,2021
5,"10","9","9","10",1,61,2021
5,NA,"8","8","8",2,51,2021
5,"10","9","8","10",2,28,2021
5,"5","10","8","8",2,19,2021
5,"7","8","7","7",2,57,2021
5,"10","10","10","10",1,52,2021
5,"10","10","10","10",1,52,2021
NA,NA,NA,NA,NA,NA,NA,2021
5,"10","10","10","10",1,70,2020
5,"10","10","10","10",1,75,2020
5,"9","9","9","9",2,50,2020
5,"10","8","8","8",1,23,2020
5,"10","10","10","10",1,29,2020
5,"9","9","10","10",2,36,2020
5,"10","10","6","6",2,25,2020
5,"7","7","6","9",1,33,2020
5,"10","10","10","10",2,66,2020
5,"8","8","8","10",1,49,2020
5,"10","10","10","10",2,19,2020
5,"10","10","10","10",1,71,2020
5,"10","10","8","10",1,25,2020
5,"10","10","9","10",1,26,2020
5,"10","10","10","10",2,55,2020
5,"10","10","10","9",1,60,2020
5,"8","8","7","8",1,30,2020
5,"8","9","9","10",2,99,2020
5,"10","10","10","10",2,74,2020
5,"10","10","10","10",2,73,2020
5,"10","10","10","10",1,60,2020
5,"10","10","10","9",2,26,2020
5,"6","8","8","8",2,79,2020
5,"10","9","9","9",1,48,2020
5,"10","10","9","9",2,18,2020
5,"10","10","10","10",1,21,2020
5,"10","10","10","10",1,61,2020
5,"1","10","10","10",2,82,2020
5,"10","10","10","10",2,67,2020
5,"10","10","10","10",2,75,2020
5,"10","10","10","10",2,54,2020
5,"9","10","10","10",2,68,2020
5,"5","5","10","10",1,42,2020
5,"10","10","10","10",2,60,2020
5,"10","4","8","9",2,68,2020
5,"8","8","10","10",1,53,2020
5,"7","8","7","9",1,20,2020
5,"9","9","8","9",2,74,2020
5,"10","9","10","10",2,70,2020
5,"8","6","6","7",1,38,2020
5,"10","9","8","10",2,53,2020
5,"6","6","6","6",2,84,2020
10,"8","8","8","8",1,23,2020
5,"7","6","6","9",1,73,2020
5,"5","8","6","10",1,28,2020
8,"8","6","8","6",2,49,2020
8,"8","8","8","8",2,53,2020
8,"8","8","8","8",1,52,2020
8,"8","6","8","5",1,71,2020
10,"8","8","8","7",1,20,2020
10,"9","9","8","9",1,38,2020
10,"10","10","10","10",1,18,2020
10,"6","6","5","5",1,58,2020
10,"8","6","8","8",2,44,2020
10,"8","6","5","8",1,39,2020
10,"8","8","8","8",2,46,2020
5,"8","8","8","8",2,25,2020
5,"9","9","10","10",NA,NA,2020
5,"10","10","7","10",2,56,2020
10,"10","10","10","10",2,45,2020
10,"10","10","8","6",2,45,2020
10,"10","10","10","10",2,27,2020
10,"8","8","6","8",1,25,2020
10,"10","8","7","8",1,23,2020
10,"10","10","9","10",1,21,2020
10,"9","8","7","10",2,64,2020
8,"10","10","10","10",1,67,2020
8,"10","10","10","10",1,45,2020
8,"9","9","10","10",1,46,2020
8,"10","10","10","10",1,49,2020
8,"10","10","10","10",1,68,2020
5,"9","10","10","10",1,60,2020
5,"10","10","10","10",1,33,2020
8,"10","10","10","10",1,70,2020
8,"10","10","10","10",1,38,2020
8,"8","8","8","10",1,28,2020
8,"9","9","10","10",2,48,2020
10,"10","10","8","8",2,53,2020
10,"10","9","9","9",1,39,2020
10,"10","5","5","5",1,39,2020
10,"10","10","8","9",1,29,2020
10,"8","6","7","9",1,32,2020
10,"10","4","6","8",1,58,2020
5,"10","10","10","10",1,73,2020
8,"8","4","3","4",1,55,2020
8,"10","10","10","8",2,35,2020
8,"8","8","10","10",1,22,2020
8,"10","10","5","10",2,20,2020
10,"8","6","6","5",2,62,2020
10,"8","8","6","8",1,18,2020
10,"9","9","10","9",1,32,2020
10,"10","10","7","8",1,52,2020
10,"9","9","9","9",2,35,2020
10,"8","8","8","8",1,74,2020
10,"10","10","10","10",1,44,2020
5,"8","7","8","10",2,77,2020
5,"10","10","10","9",2,47,2020
5,"10","9","5","10",1,53,2020
5,"10","10","10","10",1,78,2020
10,"9","10","5","8",1,27,2020
10,"10","8","8","6",2,24,2020
10,"9","9","8","10",1,20,2020
10,"10","10","10","10",1,22,2020
10,"10","9","10","9",1,26,2020
10,"9","9","9","9",1,27,2020
10,"10","10","10","9",1,37,2020
8,"10","10","10","10",2,23,2020
8,"10","9","8","10",1,22,2020
8,"10","9","8","7",2,27,2020
8,"5","9","6","10",2,19,2020
8,"5","5","6","9",1,49,2020
5,"8","8","8","10",1,47,2020
5,"8","10","10","10",2,65,2020
5,"10","7","9","8",2,38,2020
10,"10","10","8","10",1,28,2020
10,"10","8","8","8",2,56,2020
10,"2","2","2","2",1,19,2020
10,"2","2","3","2",1,20,2020
10,"10","10","10","10",1,19,2020
10,"10","10","7","9",2,47,2020
8,"10","10","10","10",1,60,2020
8,"10","10","10","10",1,58,2020
8,"8","8","7","9",1,58,2020
8,"10","10","10","10",1,70,2020
8,"9","8","8","9",2,61,2020
10,"10","7","5","9",2,37,2020
10,"10","10","10","10",1,20,2020
10,"10","10","10","10",1,70,2020
10,"7","7","7","7",1,58,2020
10,"8","5","8","9",1,55,2020
10,"9","10","5","8",1,34,2020
10,"10","10","10","10",1,36,2020
10,"10","8","5","6",2,25,2020
10,"5","5","5","5",2,50,2020
10,"10","10","10","10",1,48,2020
10,"10","10","10","5",1,35,2020
10,"6","3","1","5",2,28,2020
8,"10","10","7","10",2,35,2020
8,"7","8","6","8",1,63,2020
8,"9","9","8","8",1,39,2020
10,"10","8","8","8",2,51,2020
8,"10","8","10","5",1,32,2020
8,"8","8","8","8",2,31,2020
8,"10","10","6","7",1,65,2020
8,"10","6","7","9",1,47,2020
8,"9","8","5","8",2,35,2020
8,"10","9","9","9",1,30,2020
8,"10","7","8","10",1,36,2020
8,"8","1","9","10",1,33,2020
8,"10","8","10","8",1,21,2020
8,"8","8","9","7",2,55,2020
8,"7","5","5","10",2,32,2020
8,"10","10","8","10",1,36,2020
8,"8","8","8","8",2,40,2020
8,"5","8","1","9",1,43,2020
8,"8","8","8","6",1,40,2020
8,"8","8","7","8",1,45,2020
8,"8","8","5","10",1,23,2020
8,"8","8","6","6",1,53,2020
8,"10","9","9","9",2,40,2020
8,"10","10","5","10",1,45,2020
8,"10","10","10","10",1,46,2020
8,"8","8","8","5",1,40,2020
8,"7","7","6","8",1,33,2020
8,"9","7","7","10",2,18,2020
8,"8","6","7","10",1,43,2020
8,"10","10","10","10",2,22,2020
10,"10","10","10","8",1,28,2020
