"Distrito","Satisfaccion","Calidad","Tamaño","Ubicacion","Sexo","Edad","Año"
3,"10","7","10","9",NA,NA,2022
3,"10","10","10","6",NA,NA,2022
3,"6","6","8","8",NA,NA,2022
3,"9","9","7","5",NA,NA,2022
3,"9","8","9","4",NA,NA,2022
3,"10","10","10","2",NA,NA,2022
3,"8","9","9","10",NA,NA,2022
3,"10","7","8","10",NA,NA,2022
3,"7","8","9","8",NA,NA,2022
3,"9","9","7","9",NA,NA,2022
3,"8","9","8","5",NA,NA,2022
3,"8","7","6","7",NA,NA,2022
3,"8","8","8","8",NA,NA,2022
3,"10","10","10","6",NA,NA,2022
3,"10","10","10","7",NA,NA,2022
3,"10","10","10","8",NA,NA,2022
3,"9","8","8","10",NA,NA,2022
3,"10","10","10","10",NA,NA,2022
3,"10","10","10","10",NA,NA,2022
3,"8","8","8","10",NA,NA,2022
3,"10","8","10","10",NA,NA,2022
3,"8","8","8","9",NA,NA,2022
3,"10","10","10","10",NA,NA,2022
3,"8","9","7","9",NA,NA,2022
3,"9","9","8","7",NA,NA,2022
3,"10","7","7","8",1,NA,2022
3,"8","8","8","8",NA,NA,2022
3,"9","9","8","8",NA,NA,2022
3,"8","8","8","8",NA,NA,2022
3,"8","8","8","8",NA,NA,2022
3,"8","8","8","8",NA,NA,2022
3,"8","8","8","8",NA,NA,2022
3,"9","5","7","8",NA,NA,2022
3,"5","6","6","3",NA,NA,2022
3,"8","9","8","6",NA,NA,2022
3,"9","8","8","5",NA,NA,2022
3,"6","6","6","5",NA,NA,2022
3,"9","8","10","6",NA,NA,2022
3,"10","10","10","8",NA,NA,2022
3,"10","8","5","7",NA,NA,2022
3,"8","7","8","8",NA,NA,2022
3,"7","8","8","7",NA,NA,2022
3,"8","8","8","8",NA,NA,2022
3,"8","8","7","8",NA,NA,2022
3,"10","9","10","10",NA,NA,2022
3,"4","8","8","7",NA,NA,2022
3,"10","10","9","10",NA,NA,2022
3,"9","10","9","10",NA,NA,2022
3,"9","8","7","5",NA,NA,2022
3,"8","8","8","8",NA,NA,2022
3,"8","8","8","8",NA,NA,2022
3,"8","8","8","8",NA,NA,2022
3,"9","9","10","8",NA,NA,2022
3,"7","5","6","8",NA,NA,2022
3,"9","8","9","7",NA,NA,2022
3,"8","8","8","7",NA,NA,2022
3,"8","8","9","9",NA,NA,2022
3,"10","8","10","8",NA,NA,2022
3,"7","7","8","10",NA,NA,2022
3,"8","7","10","7",NA,NA,2022
3,"10","8","8","8",NA,NA,2022
3,"10","10","10","8",NA,NA,2022
3,"10","8","10","8",NA,NA,2022
3,"9","9","10","8",NA,NA,2022
3,"1","","","",NA,NA,2022
3,"10","3","1","7",NA,NA,2022
3,"8","8","10","10",NA,NA,2022
3,"8","8","8","7",NA,NA,2022
3,"8","8","7","8",NA,NA,2022
3,"8","8","9","9",NA,NA,2022
3,"8","8","8","8",NA,NA,2022
3,"8","8","8","8",NA,NA,2022
3,"6","6","7","8",NA,NA,2022
3,"8","10","9","7",NA,NA,2022
3,"8","7","4","6",NA,NA,2022
3,"8","7","9","9",NA,NA,2022
3,"5","8","6","9",NA,NA,2022
3,"4","5","3","8",NA,NA,2022
3,"10","9","8","10",NA,NA,2022
3,"10","8","9","8",NA,NA,2022
3,"9","10","9","8",NA,NA,2022
3,"8","8","8","7",NA,NA,2022
3,"8","8","8","8",NA,NA,2022
3,"8","9","8","8",NA,NA,2022
3,"8","8","7","8",NA,NA,2022
3,"8","8","9","10",NA,NA,2022
3,"8","8","9","5",NA,NA,2022
3,"8","9","9","8",NA,NA,2022
3,"10","10","10","6",NA,NA,2022
3,"10","10","10","10",NA,NA,2022
3,"9","9","8","8",NA,NA,2022
3,"10","8","10","5",NA,NA,2022
3,"7","5","8","8",NA,NA,2022
3,"10","10","10","9",NA,NA,2022
3,"10","6","9","5",NA,NA,2022
3,"10","8","9","7",NA,NA,2022
3,"7","7","7","9",NA,NA,2022
3,"9","5","8","9",NA,NA,2022
3,"6","8","9","8",NA,NA,2022
3,"8","9","6","6",NA,NA,2022
3,"8","8","7","7",NA,NA,2022
3,"7","8","8","8",NA,NA,2022
3,"10","9","9","8",NA,NA,2022
3,"8","8","8","9",NA,NA,2022
3,"10","9","8","9",NA,NA,2022
3,"7","8","8","",NA,NA,2022
3,"7","7","7","8",NA,NA,2022
3,"8","8","8","8",NA,NA,2022
3,"8","8","6","8",NA,NA,2022
3,"8","8","8","9",NA,NA,2022
4,"8","8","8","8",NA,NA,2022
4,"7","7","8","8",NA,NA,2022
4,"8","8","9","8",NA,NA,2022
4,"","8","8","9",NA,NA,2022
4,"9","8","8","10",NA,NA,2022
4,"10","9","9","10",NA,NA,2022
4,"10","10","9","10",NA,NA,2022
4,"8","8","9","8",NA,NA,2022
4,"9","7","7","8",NA,NA,2022
4,"9","8","8","10",NA,NA,2022
4,"9","8","8","7",NA,NA,2022
4,"8","10","8","10",NA,NA,2022
4,"8","8","6","8",NA,NA,2022
4,"8","6","6","6",NA,NA,2022
4,"8","8","6","8",1,NA,2022
4,"7","8","8","8",NA,NA,2022
4,"8","8","9","7",NA,NA,2022
4,"6","8","8","6",NA,NA,2022
4,"7","8","9","7",NA,NA,2022
4,"7","8","","",NA,NA,2022
4,"8","8","8","9",NA,NA,2022
4,"8","9","7","8",NA,NA,2022
4,"9","8","8","8",NA,NA,2022
4,"10","10","10","10",NA,NA,2022
4,"9","8","8","8",NA,NA,2022
4,"10","9","10","9",NA,NA,2022
4,"9","9","10","8",NA,NA,2022
4,"7","8","6","5",NA,NA,2022
4,"9","9","7","9",NA,NA,2022
4,"9","3","8","10",NA,NA,2022
4,"8","8","8","8",NA,NA,2022
4,"10","9","10","10",NA,NA,2022
4,"8","9","9","10",NA,NA,2022
4,"10","9","9","8",NA,NA,2022
4,"4","6","8","8",NA,NA,2022
4,"10","9","9","5",NA,NA,2022
2,"9","7","9","9",NA,NA,2022
2,"7","9","9","7",NA,NA,2022
2,"10","8","7","8",NA,NA,2022
2,"10","8","8","3",NA,NA,2022
2,"8","8","8","8",NA,NA,2022
2,"8","6","7","8",NA,NA,2022
2,"8","10","8","10",NA,NA,2022
2,"8","4","8","6",NA,NA,2022
2,"9","9","5","8",NA,NA,2022
2,"9","8","8","9",NA,NA,2022
2,"8","9","5","8",NA,NA,2022
2,"7","8","7","6",NA,NA,2022
2,"10","8","8","9",NA,NA,2022
2,"6","8","8","7",NA,NA,2022
2,"9","9","5","9",NA,NA,2022
2,"6","7","3","7",NA,NA,2022
2,"10","10","10","10",NA,NA,2022
2,"6","8","8","7",NA,NA,2022
2,"","","","",NA,NA,2022
2,"8","7","7","8",NA,NA,2022
2,"8","8","8","8",NA,1,2022
2,"7","7","5","7",NA,NA,2022
2,"10","8","","7",NA,NA,2022
2,"10","6","8","8",NA,NA,2022
2,"10","7","7","8",NA,NA,2022
2,"8","8","8","7",NA,NA,2022
2,"8","7","5","7",NA,NA,2022
2,"9","9","7","8",NA,NA,2022
2,"9","8","8","7",NA,NA,2022
2,"7","8","7","10",NA,NA,2022
2,"10","9","10","10",NA,NA,2022
2,"8","7","7","9",NA,NA,2022
2,"9","8","10","9",NA,NA,2022
2,"8","5","6","8",NA,NA,2022
2,"10","10","10","9",NA,NA,2022
2,"8","9","8","9",NA,NA,2022
7,"9","7","9","8",NA,NA,2022
7,"9","7","8","9",NA,NA,2022
7,"3","3","2","8",NA,NA,2022
7,"8","9","8","9",NA,NA,2022
2,"10","10","7","9",NA,NA,2022
2,"9","8","8","8",NA,NA,2022
2,"10","10","10","9",NA,NA,2022
2,"10","10","10","9",NA,NA,2022
7,"10","10","8","8",NA,NA,2022
7,"8","8","6","6",NA,1,2022
7,"10","8","8","9",NA,NA,2022
7,"8","7","7","9",NA,NA,2022
7,"10","8","10","8",NA,NA,2022
7,"8","7","8","9",NA,NA,2022
7,"10","10","10","9",NA,NA,2022
7,"8","9","9","8",NA,NA,2022
4,"9","8","8","8",NA,NA,2022
4,"8","7","8","8",NA,NA,2022
4,"10","8","6","10",NA,NA,2022
4,"7","6","8","8",NA,NA,2022
4,"9","9","9","10",NA,NA,2022
4,"7","7","8","6",NA,NA,2022
4,"7","7","7","9",NA,NA,2022
4,"10","8","9","9",NA,NA,2022
4,"7","9","9","9",NA,NA,2022
4,"7","7","5","8",NA,NA,2022
4,"10","5","8","7",NA,NA,2022
4,"10","10","9","9",NA,NA,2022
4,"10","7","10","8",NA,NA,2022
4,"5","5","8","10",NA,NA,2022
4,"10","10","10","10",NA,NA,2022
4,"10","8","8","8",NA,NA,2022
4,"9","8","8","7",NA,NA,2022
4,"5","5","7","9",NA,NA,2022
4,"10","10","9","10",NA,NA,2022
4,"9","10","8","9",NA,NA,2022
4,"10","10","10","10",NA,NA,2022
4,"8","10","9","9",NA,NA,2022
4,"9","6","8","9",NA,1,2022
4,"8","7","8","7",NA,NA,2022
4,"10","8","9","9",NA,NA,2022
4,"10","10","9","9",NA,NA,2022
4,"8","7","7","8",NA,NA,2022
4,"10","10","10","10",NA,NA,2022
2,"10","9","8","8",NA,NA,2022
2,"8","6","5","9",NA,NA,2022
2,"8","8","8","7",NA,NA,2022
2,"10","10","10","10",NA,NA,2022
2,"9","9","10","9",NA,NA,2022
2,"10","10","10","8",NA,NA,2022
2,"7","7","8","8",NA,NA,2022
2,"10","10","10","9",NA,NA,2022
2,"9","9","8","9",NA,NA,2022
2,"10","10","10","7",NA,NA,2022
2,"9","8","8","6",NA,NA,2022
2,"8","8","8","8",NA,NA,2022
2,"8","9","8","6",NA,NA,2022
2,"7","8","10","10",NA,NA,2022
2,"9","9","9","8",NA,NA,2022
2,"10","9","8","9",NA,NA,2022
2,"9","9","10","10",NA,NA,2022
2,"10","10","10","10",NA,NA,2022
2,"9","8","10","10",NA,NA,2022
2,"9","8","5","9",NA,NA,2022
2,"5","6","6","7",NA,1,2022
2,"8","7","8","9",NA,NA,2022
2,"9","9","9","9",NA,NA,2022
2,"9","9","10","9",NA,NA,2022
2,"10","7","8","9",NA,NA,2022
2,"8","7","8","9",NA,NA,2022
2,"10","7","8","9",NA,NA,2022
2,"10","9","10","7",NA,NA,2022
2,"8","9","9","7",NA,NA,2022
2,"8","9","9","4",NA,NA,2022
2,"8","7","8","5",NA,NA,2022
2,"8","8","5","9",NA,NA,2022
2,"5","5","8","10",NA,NA,2022
2,"8","7","8","9",NA,NA,2022
2,"10","8","10","9",NA,NA,2022
2,"9","7","8","8",NA,NA,2022
2,"10","10","8","8",NA,NA,2022
2,"10","8","10","9",NA,NA,2022
2,"10","7","10","10",NA,NA,2022
2,"8","7","8","7",NA,NA,2022
2,"7","7","7","7",NA,NA,2022
2,"10","8","10","9",NA,NA,2022
2,"10","10","10","10",NA,NA,2022
2,"8","8","10","10",NA,NA,2022
2,"10","9","10","10",NA,NA,2022
2,"9","8","9","10",NA,NA,2022
2,"10","9","10","10",NA,NA,2022
2,"10","8","7","8",NA,NA,2022
2,"6","6","7","8",NA,NA,2022
2,"8","10","10","7",NA,NA,2022
2,"8","6","6","9",NA,NA,2022
2,"9","8","9","10",NA,NA,2022
2,"7","8","7","7",NA,NA,2022
2,"7","8","8","8",NA,NA,2022
2,"8","8","8","8",NA,NA,2022
2,"8","8","9","9",NA,NA,2022
2,"8","7","9","8",NA,NA,2022
2,"10","7","10","10",NA,NA,2022
2,"7","7","5","8",NA,NA,2022
2,"10","10","10","10",NA,NA,2022
2,"10","10","10","10",NA,NA,2022
2,"9","9","10","8",NA,NA,2022
2,"9","9","6","10",NA,1,2022
2,"8","8","8","8",NA,NA,2022
2,"10","6","7","8",NA,NA,2022
2,"10","10","10","9",NA,NA,2022
2,"10","9","9","8",NA,NA,2022
2,"9","9","8","8",NA,NA,2022
2,"8","9","8","9",NA,NA,2022
2,"10","10","7","8",NA,NA,2022
2,"10","10","10","9",NA,NA,2022
4,"10","9","10","8",NA,NA,2022
4,"9","9","10","9",NA,NA,2022
4,"9","9","9","10",NA,NA,2022
4,"8","9","9","10",NA,NA,2022
4,"10","9","10","9",NA,NA,2022
4,"9","9","9","10",NA,NA,2022
4,"8","9","8","10",NA,NA,2022
4,"10","10","10","10",NA,NA,2022
4,"10","10","10","10",NA,NA,2022
4,"10","10","10","10",NA,NA,2022
4,"10","10","10","10",NA,NA,2022
4,"1","7","9","8",NA,NA,2022
4,"9","9","9","9",NA,NA,2022
4,"7","8","9","8",NA,NA,2022
4,"10","10","10","10",NA,NA,2022
4,"7","8","8","9",NA,NA,2022
4,"8","9","9","9",NA,NA,2022
4,"8","7","8","8",NA,NA,2022
4,"10","8","10","10",NA,NA,2022
4,"8","9","10","10",NA,NA,2022
4,"9","8","8","10",NA,NA,2022
4,"10","10","10","10",NA,NA,2022
4,"10","8","10","10",NA,NA,2022
4,"10","10","10","10",NA,NA,2022
4,"9","10","9","9",NA,NA,2022
4,"9","8","9","8",NA,NA,2022
4,"10","9","10","10",NA,1,2022
4,"9","9","8","9",NA,NA,2022
4,"9","8","8","8",NA,NA,2022
4,"8","9","9","9",NA,NA,2022
4,"10","10","10","10",NA,NA,2022
4,"10","10","10","10",NA,NA,2022
4,"9","9","9","9",NA,NA,2022
4,"8","8","7","9",NA,NA,2022
4,"10","10","8","10",NA,NA,2022
4,"10","8","10","10",NA,NA,2022
4,"10","9","10","10",NA,NA,2022
4,"10","9","8","10",NA,NA,2022
4,"5","9","6","9",NA,NA,2022
4,"7","8","7","8",NA,NA,2022
4,"10","9","10","10",NA,NA,2022
4,"5","4","7","5",NA,NA,2022
4,"10","8","9","9",NA,NA,2022
4,"8","8","8","8",NA,NA,2022
4,"9","9","8","9",NA,NA,2022
4,"8","8","8","8",NA,NA,2022
4,"8","8","8","6",NA,NA,2022
4,"10","9","8","10",NA,NA,2022
4,"9","8","8","7",NA,NA,2022
4,"10","9","9","7",NA,NA,2022
4,"8","7","7","8",NA,NA,2022
4,"10","8","8","8",NA,NA,2022
4,"","10","10","10",NA,NA,2022
4,"10","10","10","10",NA,NA,2022
4,"10","10","10","10",NA,NA,2022
4,"10","10","10","10",NA,NA,2022
4,"10","10","10","10",NA,NA,2022
4,"10","10","10","10",NA,NA,2022
4,"10","10","10","10",NA,NA,2022
4,"10","10","10","10",NA,NA,2022
4,"10","10","10","10",NA,NA,2022
4,"10","9","10","10",NA,NA,2022
4,"8","8","8","10",NA,NA,2022
4,"10","7","7","10",NA,NA,2022
4,"10","10","10","9",NA,NA,2022
4,"8","8","7","10",NA,NA,2022
4,"7","8","8","9",NA,NA,2022
4,"8","9","8","9",NA,NA,2022
4,"8","9","7","8",NA,NA,2022
4,"9","8","8","9",NA,NA,2022
4,"8","9","8","9",NA,NA,2022
4,"8","8","7","9",NA,NA,2022
4,"10","10","10","10",NA,NA,2022
3,"10","8","9","10",NA,NA,2022
4,"8","9","8","10",NA,NA,2022
4,"7","10","10","10",NA,NA,2022
4,"10","10","10","10",NA,NA,2022
4,"10","10","10","10",NA,NA,2022
4,"10","7","10","10",NA,NA,2022
4,"10","10","10","10",NA,NA,2022
4,"8","7","8","10",NA,NA,2022
4,"7","8","8","10",NA,NA,2022
4,"10","10","10","10",NA,NA,2022
4,"10","7","10","10",NA,NA,2022
4,"10","10","10","10",NA,NA,2022
4,"9","9","10","10",NA,NA,2022
4,"9","9","10","10",NA,NA,2022
4,"9","8","9","8",NA,NA,2022
4,"10","9","6","9",NA,NA,2022
4,"5","7","8","9",NA,NA,2022
4,"7","6","9","10",NA,NA,2022
4,"9","8","9","10",NA,NA,2022
4,"9","10","10","9",NA,NA,2022
2,"7","6","7","7",NA,1,2022
2,"10","10","7","8",NA,NA,2022
4,"8","8","8","8",NA,NA,2022
4,"6","6","8","7",NA,NA,2022
4,"6","5","8","6",NA,NA,2022
2,"6","8","7","8",NA,NA,2022
4,"10","8","8","8",NA,NA,2022
4,"10","9","8","8",NA,NA,2022
4,"10","9","9","9",NA,NA,2022
4,"10","8","10","9",NA,NA,2022
4,"8","9","8","9",NA,NA,2022
4,"8","8","8","8",NA,NA,2022
6,"10","9","10","10",NA,NA,2022
6,"10","10","10","10",NA,NA,2022
6,"7","7","10","10",NA,NA,2022
6,"10","10","10","10",NA,NA,2022
6,"8","8","10","10",NA,NA,2022
6,"8","7","10","10",NA,NA,2022
6,"8","9","9","10",NA,NA,2022
6,"10","8","10","10",NA,NA,2022
6,"6","5","7","9",NA,NA,2022
6,"10","10","9","10",NA,1,2022
6,"8","7","8","8",NA,NA,2022
6,"9","9","10","10",NA,NA,2022
6,"8","7","8","9",NA,NA,2022
6,"9","7","9","8",NA,NA,2022
6,"10","9","9","10",NA,NA,2022
6,"9","8","8","9",NA,NA,2022
6,"10","10","10","10",NA,NA,2022
6,"6","10","10","10",NA,NA,2022
6,"8","8","8","10",NA,NA,2022
6,"8","8","8","10",NA,NA,2022
6,"10","10","10","10",NA,NA,2022
6,"10","10","10","10",NA,NA,2022
6,"10","10","10","10",NA,NA,2022
6,"10","10","10","10",NA,NA,2022
6,"10","9","8","10",NA,NA,2022
6,"8","9","9","9",NA,NA,2022
6,"9","9","9","10",NA,NA,2022
6,"7","9","8","10",NA,NA,2022
6,"8","8","9","9",NA,NA,2022
6,"10","9","8","9",NA,NA,2022
6,"10","9","8","10",NA,NA,2022
6,"10","8","10","10",NA,NA,2022
6,"10","10","10","9",NA,NA,2022
6,"10","10","10","9",NA,NA,2022
6,"9","8","9","9",NA,NA,2022
6,"10","9","7","7",NA,NA,2022
2,"8","6","7","7",NA,NA,2022
6,"10","10","10","10",NA,NA,2022
6,"10","10","10","10",NA,NA,2022
6,"10","10","10","10",NA,NA,2022
6,"10","10","10","10",NA,NA,2022
6,"9","8","9","9",NA,NA,2022
6,"8","9","8","9",NA,NA,2022
6,"9","6","9","10",NA,NA,2022
6,"6","8","8","9",NA,NA,2022
6,"8","8","10","10",NA,NA,2022
6,"8","8","9","9",NA,NA,2022
6,"8","8","9","10",NA,NA,2022
6,"5","10","10","10",1,NA,2022
6,"10","10","10","10",NA,NA,2022
6,"10","10","10","10",NA,NA,2022
6,"9","8","8","8",NA,NA,2022
6,"6","5","10","10",NA,NA,2022
6,"9","8","9","8",NA,NA,2022
6,"7","7","7","9",1,NA,2022
6,"8","8","7","7",NA,NA,2022
6,"8","8","9","8",NA,NA,2022
2,"9","9","10","10",NA,NA,2022
2,"8","8","9","10",NA,NA,2022
2,"9","9","10","10",NA,NA,2022
2,"10","10","10","10",NA,NA,2022
2,"10","10","10","10",NA,NA,2022
2,"8","8","9","7",NA,NA,2022
2,"8","8","9","9",NA,NA,2022
2,"9","9","8","9",NA,NA,2022
2,"8","7","8","8",NA,NA,2022
2,"8","8","7","8",NA,NA,2022
2,"9","10","8","10",NA,NA,2022
2,"10","9","6","9",NA,NA,2022
2,"10","9","7","9",NA,NA,2022
2,"8","6","7","8",NA,NA,2022
2,"8","7","5","8",NA,NA,2022
2,"10","10","10","10",NA,NA,2022
2,"6","9","10","10",NA,NA,2022
2,"7","8","7","7",NA,NA,2022
2,"10","10","10","10",NA,NA,2022
2,"10","10","10","10",NA,NA,2022
2,"10","10","10","10",NA,NA,2022
2,"10","10","10","10",NA,NA,2022
2,"6","6","8","9",NA,NA,2022
2,"10","10","10","10",NA,NA,2022
2,"10","10","10","10",NA,NA,2022
6,"10","10","10","10",NA,NA,2022
6,"10","10","10","10",NA,NA,2022
6,"10","10","10","10",NA,NA,2022
6,"10","10","10","10",NA,NA,2022
6,"10","10","10","10",NA,NA,2022
6,"10","10","10","10",NA,NA,2022
6,"10","10","10","10",NA,NA,2022
6,"8","9","10","10",NA,NA,2022
6,"10","8","10","10",NA,NA,2022
6,"8","9","10","10",NA,NA,2022
6,"10","10","10","10",NA,NA,2022
6,"10","10","10","10",NA,NA,2022
6,"9","10","10","8",NA,NA,2022
6,"9","9","8","10",NA,NA,2022
6,"10","9","9","9",NA,NA,2022
6,"9","10","10","10",NA,NA,2022
6,"8","5","8","8",NA,NA,2022
6,"10","9","8","9",NA,NA,2022
6,"8","8","8","7",NA,NA,2022
6,"8","8","8","7",NA,NA,2022
6,"7","7","7","8",NA,NA,2022
6,"7","7","7","8",NA,NA,2022
6,"8","6","7","8",NA,NA,2022
6,"8","8","8","8",NA,NA,2022
6,"9","8","5","6",NA,NA,2022
6,"7","8","8","8",NA,NA,2022
6,"8","8","9","8",NA,NA,2022
6,"8","7","9","9",NA,NA,2022
6,"1","7","8","9",NA,NA,2022
6,"9","8","8","9",NA,NA,2022
6,"10","8","8","9",NA,NA,2022
6,"10","10","8","10",NA,NA,2022
6,"9","9","8","10",NA,NA,2022
6,"10","9","9","10",NA,NA,2022
6,"8","9","9","10",NA,NA,2022
6,"10","8","9","9",NA,NA,2022
6,"10","9","9","10",NA,NA,2022
6,"9","9","9","9",NA,NA,2022
6,"9","5","8","9",NA,NA,2022
6,"8","9","9","10",NA,NA,2022
6,"9","9","8","10",NA,NA,2022
6,"10","10","10","10",NA,NA,2022
6,"10","10","10","10",NA,NA,2022
6,"10","10","10","10",NA,NA,2022
6,"6","8","10","10",NA,NA,2022
6,"10","10","10","10",NA,NA,2022
6,"10","10","10","10",NA,NA,2022
6,"10","10","10","10",NA,NA,2022
6,"10","10","10","10",NA,NA,2022
6,"10","10","10","10",NA,NA,2022
6,"6","7","9","10",1,NA,2022
6,"10","7","9","10",NA,NA,2022
6,"10","10","10","10",NA,NA,2022
6,"9","9","10","10",NA,NA,2022
6,"10","9","10","10",NA,NA,2022
6,"9","10","10","10",NA,NA,2022
6,"8","8","10","10",NA,NA,2022
6,"10","8","10","10",NA,NA,2022
6,"10","10","10","10",NA,NA,2022
6,"10","10","10","10",NA,NA,2022
6,"10","10","10","10",NA,NA,2022
6,"10","9","10","10",NA,NA,2022
6,"10","9","10","10",NA,NA,2022
6,"7","7","5","7",NA,NA,2022
6,"7","7","8","8",NA,NA,2022
6,"8","10","8","8",NA,NA,2022
6,"7","7","8","8",NA,NA,2022
6,"7","6","8","7",NA,NA,2022
6,"9","9","8","9",NA,NA,2022
6,"9","9","10","10",NA,NA,2022
6,"10","9","8","8",NA,NA,2022
6,"8","8","9","8",NA,NA,2022
6,"8","8","7","7",NA,NA,2022
6,"10","10","9","10",NA,NA,2022
6,"7","8","9","9",NA,NA,2022
6,"8","9","8","9",NA,NA,2022
6,"10","9","9","10",NA,NA,2022
6,"9","9","8","9",NA,NA,2022
6,"8","8","8","9",NA,NA,2022
6,"9","9","10","9",NA,NA,2022
6,"7","7","10","9",NA,NA,2022
6,"8","8","8","8",NA,NA,2022
6,"8","8","8","9",NA,NA,2022
6,"9","7","9","9",NA,NA,2022
6,"10","9","10","9",NA,NA,2022
6,"10","8","8","9",NA,NA,2022
10,"7","7","1","5",NA,NA,2022
10,"9","7","8","6",NA,NA,2022
10,"9","9","5","8",NA,NA,2022
10,"8","9","8","8",NA,NA,2022
10,"8","8","6","9",NA,NA,2022
10,"9","8","8","7",NA,NA,2022
10,"8","7","9","9",NA,NA,2022
10,"9","8","4","8",NA,NA,2022
10,"8","8","8","9",NA,NA,2022
10,"10","8","7","8",NA,NA,2022
10,"10","10","10","10",NA,NA,2022
10,"10","10","8","7",NA,NA,2022
10,"8","9","10","10",NA,NA,2022
10,"8","9","8","9",NA,NA,2022
10,"8","8","8","9",NA,NA,2022
10,"10","10","10","10",NA,NA,2022
10,"10","8","8","10",NA,NA,2022
10,"9","8","8","6",NA,NA,2022
10,"7","5","5","8",NA,NA,2022
10,"8","8","8","8",NA,NA,2022
10,"8","6","6","2",NA,NA,2022
10,"9","6","3","7",NA,NA,2022
10,"8","9","8","7",NA,NA,2022
10,"8","9","7","9",NA,NA,2022
10,"9","7","6","8",NA,NA,2022
10,"9","3","3","8",NA,NA,2022
10,"8","9","8","6",NA,NA,2022
10,"9","5","7","8",NA,NA,2022
10,"8","8","9","8",NA,NA,2022
10,"8","7","5","7",NA,NA,2022
10,"8","8","5","5",NA,NA,2022
10,"10","10","10","10",NA,NA,2022
10,"10","9","8","10",NA,NA,2022
10,"7","7","8","8",NA,NA,2022
10,"5","5","8","7",NA,NA,2022
10,"5","5","7","6",NA,NA,2022
10,"7","6","6","6",NA,NA,2022
10,"7","6","8","7",NA,NA,2022
10,"10","6","7","6",NA,NA,2022
10,"9","6","8","6",NA,NA,2022
9,"10","9","6","9",NA,NA,2022
9,"9","9","7","9",NA,NA,2022
9,"10","9","8","10",NA,NA,2022
9,"8","9","9","10",NA,NA,2022
9,"8","9","6","9",NA,NA,2022
9,"9","7","8","8",NA,NA,2022
9,"7","10","9","10",NA,NA,2022
9,"10","8","6","9",NA,NA,2022
9,"8","6","6","8",NA,NA,2022
9,"8","6","8","10",NA,NA,2022
9,"9","8","7","9",NA,NA,2022
9,"9","8","7","9",NA,NA,2022
9,"8","7","9","9",NA,NA,2022
9,"8","8","7","9",NA,NA,2022
9,"8","10","8","9",NA,NA,2022
9,"8","7","8","8",NA,NA,2022
9,"9","10","8","9",NA,NA,2022
9,"8","7","7","10",NA,NA,2022
9,"8","7","5","10",NA,NA,2022
9,"9","9","9","10",NA,NA,2022
9,"10","10","7","10",NA,NA,2022
9,"5","6","5","10",NA,NA,2022
9,"8","7","8","10",NA,NA,2022
9,"8","7","6","9",NA,NA,2022
9,"9","8","7","10",NA,NA,2022
9,"8","10","8","9",NA,NA,2022
9,"10","9","8","10",NA,NA,2022
9,"7","7","7","10",NA,NA,2022
9,"10","10","10","10",NA,NA,2022
9,"8","9","7","10",NA,NA,2022
9,"10","8","5","10",NA,NA,2022
9,"8","10","7","10",NA,NA,2022
9,"10","9","9","10",NA,NA,2022
9,"10","10","7","10",NA,NA,2022
9,"8","8","8","7",NA,NA,2022
9,"8","8","8","9",NA,NA,2022
7,"9","8","6","9",NA,NA,2022
9,"9","7","7","8",NA,NA,2022
9,"8","8","8","9",NA,NA,2022
9,"9","8","6","9",NA,NA,2022
9,"8","8","9","9",NA,NA,2022
9,"9","10","6","9",NA,NA,2022
9,"9","8","8","8",NA,NA,2022
9,"8","8","9","8",NA,NA,2022
9,"8","8","9","8",NA,NA,2022
9,"6","6","5","7",NA,NA,2022
9,"8","8","8","8",NA,NA,2022
9,"8","8","8","9",NA,NA,2022
9,"9","9","9","9",NA,NA,2022
9,"8","6","9","8",NA,NA,2022
9,"8","8","9","9",NA,NA,2022
9,"9","9","8","8",NA,NA,2022
9,"10","9","8","9",NA,NA,2022
9,"7","7","8","8",NA,NA,2022
10,"10","10","9","8",NA,NA,2022
9,"","7","4","5",NA,NA,2022
9,"7","7","8","7",NA,NA,2022
10,"10","10","8","8",NA,NA,2022
10,"10","10","10","8",NA,NA,2022
10,"7","8","10","9",NA,NA,2022
10,"8","6","6","7",NA,NA,2022
10,"9","10","9","10",NA,NA,2022
10,"8","8","8","8",NA,NA,2022
10,"6","7","8","8",NA,NA,2022
10,"7","7","6","8",NA,NA,2022
10,"9","","8","9",NA,NA,2022
10,"10","10","10","10",NA,NA,2022
10,"10","7","8","8",NA,NA,2022
10,"8","8","6","9",NA,NA,2022
10,"9","5","4","6",NA,NA,2022
10,"9","8","5","8",NA,NA,2022
10,"8","6","5","8",NA,NA,2022
10,"4","8","5","9",NA,NA,2022
10,"10","6","6","8",NA,NA,2022
10,"9","8","5","9",NA,NA,2022
10,"8","8","5","9",NA,NA,2022
10,"10","7","6","5",NA,NA,2022
10,"7","3","3","4",NA,NA,2022
10,"8","7","6","8",NA,NA,2022
10,"8","8","8","8",NA,NA,2022
10,"9","8","8","8",NA,NA,2022
10,"9","8","8","8",NA,NA,2022
10,"8","8","8","8",NA,NA,2022
10,"8","8","8","8",NA,NA,2022
10,"9","8","6","8",NA,NA,2022
10,"10","10","10","10",NA,NA,2022
10,"8","10","7","10",NA,NA,2022
10,"10","10","10","10",NA,NA,2022
10,"10","7","8","10",NA,NA,2022
